Date,Close
2020-01-27,29462.6
2020-01-28,29345.9
2020-01-29,29135.35
2020-01-30,29123.53
2020-01-31,29067.54
2020-02-03,28315.61
2020-02-04,28493.84
2020-02-06,28398.38
2020-02-07,28042.82
2020-02-10,27520.35
2020-02-11,27865.16
2020-02-12,28309.35
2020-02-13,28256.09
2020-02-14,28015.75
2020-02-17,28002.69
2020-02-18,27807.1
2020-02-19,28063.85
2020-02-20,28018.02
2020-02-21,27895.15
2020-02-24,27248.3
2020-02-25,27018.98
2020-02-26,26687.95
2020-02-27,26396.96
2020-02-28,26289.38
2020-03-02,27059.34
2020-03-03,27054.89
2020-03-04,26919.79
2020-03-05,27228.79
2020-03-06,26557.85
2020-03-09,25875.06
2020-03-10,26184.13
2020-03-11,26127.67
2020-03-12,25310.97
2020-03-13,25291.96
2020-03-16,23867.22
2020-03-17,23248.34
2020-03-18,21968.43
2020-03-19,21685.43
2020-03-20,22106.41
2020-03-24,20895.25
2020-03-25,20131.87
2020-03-26,20043.89
2020-03-27,20485.23
2020-03-30,20322.54
2020-03-31,21037.82
2020-04-01,21216.41
2020-04-02,21989.2
2020-04-03,22515.59
2020-04-06,22022.22
2020-04-07,22446.92
2020-04-08,22192.53
2020-04-09,22647.97
2020-04-10,22695.46
2020-04-13,22108.25
2020-04-14,22198.86
2020-04-15,22188.27
2020-04-16,22398.18
2020-04-17,23259.22
2020-04-20,23465.13
2020-04-21,22881.87
2020-04-22,22886.89
2020-04-23,23211.98
2020-04-24,23119.3
2020-04-27,22853.3
2020-04-28,22977.71
2020-04-29,23363.03
2020-04-30,23937.61
2020-05-04,23920.3
2020-05-05,24028.11
2020-05-06,23943.72
2020-05-07,23650.99
2020-05-08,23682.18
2020-05-11,23666.61
2020-05-12,23831.96
2020-05-13,23884.77
2020-05-14,24019.98
2020-05-15,24208.02
2020-05-18,24245.47
2020-05-19,24477.51
2020-05-20,24370.17
2020-05-21,24380.74
2020-05-28,24306.8
2020-05-29,24435.18
2020-06-01,24466.26
2020-06-02,24668.28
2020-06-03,24677.11
2020-06-04,24469.55
2020-06-05,24614.02
2020-06-08,24851.95
2020-06-09,24852.3
2020-06-10,24997.64
2020-06-11,25010.53
2020-06-12,24703.29
2020-06-15,24223.28
2020-06-16,24373.34
2020-06-17,24339
2020-06-18,24125.23
2020-06-19,24072.22
2020-06-22,24246.41
2020-06-23,24401.25
2020-06-24,24391.24
2020-06-25,24173.16
2020-06-26,24254.22
2020-06-29,24510.83
2020-06-30,24660.31
2020-07-01,24959.44
2020-07-02,25047.63
2020-07-03,25087.02
2020-07-06,25249.79
2020-07-07,25361.31
2020-07-08,25562.78
2020-07-09,25815.29
2020-07-10,25841.82
2020-07-13,26089.11
2020-07-14,26157.2
2020-07-15,26189.08
2020-07-16,26461.91
2020-07-17,26741.21
2020-07-20,26885.96
2020-07-21,26845.38
2020-07-22,26902.11
2020-07-23,26762.56
2020-07-24,26719.32
2020-07-27,27028.37
2020-07-28,27253.42
2020-07-29,27336.53
2020-07-30,27559.26
2020-08-03,27896.15
2020-08-04,27655.81
2020-08-05,27813.51
2020-08-06,28073.68
2020-08-07,28042.92
2020-08-10,27993.36
2020-08-11,28347.69
2020-08-12,28221.08
2020-08-13,28134.26
2020-08-17,28199.2
2020-08-18,28232.9
2020-08-19,28221.84
2020-08-20,28075.02
2020-08-21,27858.64
2020-08-24,27930.89
2020-08-25,28266.28
2020-08-26,28565.37
2020-08-27,28777.36
2020-08-28,28807.84
2020-08-31,28960.99
2020-09-01,29122.86
2020-09-02,29477.19
2020-09-03,29780.5
2020-09-04,29748.9
2020-09-07,29962.82
2020-09-08,29796.3
2020-09-09,29862.56
2020-09-10,30380.36
2020-09-11,30246.21
2020-09-14,30232.66
2020-09-15,30159.46
2020-09-16,30042.16
2020-09-17,30065.22
2020-09-18,30167
2020-09-21,29961.06
2020-09-22,29734.19
2020-09-23,29754.55
2020-09-24,29597.34
2020-09-25,29636.11
2020-09-28,29013.63
2020-09-29,29295.24
2020-09-30,28969.98
2020-10-01,28993.69
2020-10-02,28574.84
2020-10-05,27794.7
2020-10-06,27856.42
2020-10-07,28327.49
2020-10-08,28633.26
2020-10-09,28874.05
2020-10-12,28511.39
2020-10-13,28372.12
2020-10-14,28473.89
2020-10-15,28457.25
2020-10-16,28471.79
2020-10-19,28567.79
2020-10-20,28930.00
2020-10-21,29293.34
2020-10-22,29046.21
2020-10-23,29118.26
2020-10-26,29439.51
2020-10-27,29113.46
2020-10-28,28976.13
2020-10-29,28185.56
2020-10-30,28185.56
2020-11-02,27566.21
2020-11-03,28430.93
2020-11-04,28366
2020-11-05,28848.63
2020-11-06,28667.51
2020-11-09,28670.87
2020-11-10,28861.45
2020-11-11,28864.16
2020-11-12,28448.21
2020-11-13,28456.78
2020-11-16,28412.69
2020-11-17,28490.01
2020-11-18,28390.57
2020-11-19,28431.51
2020-11-20,28273.86
2020-11-23,27932.05
2020-11-24,28058.88
2020-11-25,28445.74
2020-11-26,28796.29
2020-11-27,28719.60
2020-11-30,28849.45
2020-12-01,29204.74
2020-12-02,29407.77
2020-12-03,29409.49
2020-12-04,29549.41
2020-12-07,29482.48
2020-12-08,29476.76
2020-12-09,29575.17
2020-12-10,29641.66
2020-12-11,29770.58
2020-12-15,30313.95
2020-12-16,30378.97
2020-12-17,30674.64
2020-12-18,30761.99
2020-12-21,30491.86
2020-12-22,30199.26
2020-12-23,30248.67
2020-12-24,30444.49
2020-12-25,30444.49
2020-12-28,30601.75
2020-12-29,30417.30
2020-12-30,30733.89
2020-12-31,30779.70
2021-01-01,31147.29
2021-01-04,31300.21
2021-01-05,31266.16
2021-01-06,31630.58
2021-01-07,31652.43
2021-01-08,31878.68
2021-01-11,31839.24
2021-01-12,32059.11
2021-01-13,32064.18
2021-01-14,32043.64
2021-01-15,31982.70
2021-01-18,31708.83
2021-01-19,31811.74
2021-01-20,31722.41
2021-01-21,31932.13
2021-01-22,31794.28
2021-01-25,31950.46
2021-01-26,32025.47
2021-01-27,32072.89
2021-01-28,31914.12
2021-01-29,32152.17
2021-02-01,32001.08
2021-02-02,32167.97
2021-02-03,32358.96
2021-02-04,32386.09
2021-02-05,32386.09
2021-02-08,32246.94
2021-02-09,32166.69
2021-02-10,32115.37
2021-02-11,31704.67
2021-02-12,31634.46
2021-02-15,31891.80
2021-02-16,32141.83
2021-02-17,32048.68
2021-02-18,31759.82
2021-02-19,31852.45
2021-02-22,31647.57
2021-02-23,31626.19
2021-02-24,31327.25
2021-02-25,31647.87
2021-02-26,31386.55
2021-03-01,31269.25
2021-03-02,31534.49
2021-03-03,31665.08
2021-03-04,31133.89
2021-03-05,31414.70
2021-03-08,30964.91
2021-03-09,30382.52
2021-03-10,30038.08
2021-03-11,29372.61
2021-03-12,29895.51
2021-03-15,30647.57
2021-03-16,30663.31
2021-03-17,31058.15
2021-03-18,30655.84
2021-03-19,30730.81
2021-03-22,31081.32
2021-03-23,31081.32
2021-03-24,31092.28
2021-03-25,31184.60
2021-03-26,31054.89
2021-03-29,30314.27
2021-03-30,30392.37
2021-03-31,30498.19
2021-04-01,30322.07
2021-04-02,30252.79
2021-04-05,29769.50
2021-04-06,30292.04
2021-04-07,30042.73
2021-04-08,30423.30
2021-04-09,30709.15
2021-04-12,30500.22
2021-04-13,30566.05
2021-04-14,30707.76
2021-04-15,30683.10
2021-04-16,30722.28
2021-04-19,30530.86
2021-04-20,30863.37
2021-04-21,30720.21
2021-04-22,30468.62
2021-04-23,30293.87
2021-04-26,30845.99
2021-04-27,30635.26
2021-04-28,30485.45
2021-04-29,30372.47
2021-04-30,30017.98
2021-05-03,29935.64
2021-05-04,30072.12
2021-05-05,30259.29
2021-05-06,30475.48
2021-05-07,30475.48
2021-05-10,30475.48
2021-05-11,30475.48
2021-05-12,30475.48
2021-05-13,30475.48
2021-05-14,30475.48
2021-05-17,30741.96
2021-05-18,30875.01
2021-05-19,30794.25
2021-05-20,30784.15
2021-05-21,31046.76
2021-05-24,31199.37
2021-05-25,31248.84
2021-05-26,31582.66
2021-05-27,31463.37
2021-05-28,31665.32
2021-05-31,32238.69
2021-06-01,32428.26
2021-06-02,32423.43
2021-06-03,32486.50
2021-06-04,32543.86
2021-06-07,32732.15
2021-06-07,32732.15
2021-06-08,32634.00
2021-06-09,32397.26
2021-06-10,32657.40
2021-06-11,32715.62
2021-06-14,33103.22
2021-06-15,33053.84
2021-06-16,32943.05
2021-06-17,32789.91
2021-06-18,32869.23
2021-06-21,32723.04
2021-06-22,32701.12
2021-06-23,32707.55
2021-06-24,32726.18
2021-06-25,32637.70
2021-06-25,32563.64
2021-06-28,32191.58
2021-06-29,32253.12
2021-06-30,32479.82
2021-07-01,32821.75
2021-07-02,32724.24
